Date,Track,RaceNumber,Horse,Jockey,Trainer,SP,Bet,Profit
2024-04-05,ROCKHAMPTON,2,ASTRA STAR,JUSTIN HUXTABLE,GRAEME GREEN,4.0,10,-10.0
2024-04-06,GOLD COAST,3,FULLHAM,NOEL CALLOW,UNKOWN,1.15,10,1.5
2024-04-06,TOOWOOMBA,5,UCHI,EMILY LANG,UNKOWN,18.0,10,170.0
2024-04-06,ASCOT,6,SINFUL LIVING,NATASHA FAITHFULL,UNKOWN,26.0,10,-10.0
2024-04-06,RANDWICK,9,RIFF ROCKET,JAMES MCDONALD,UNKOWN,2.25,10,12.5
2024-04-13,FUNABASHI,2,GAURI SHANKAR,RYOUMA KIMATSUKA,Y YANO,2.4,10,14.0
2024-04-13,FUNABASHI,4,KLINGLER,YOSHIKI YAMADA,TAKAYUKI YAMASHITA,4.8,10,38.0
2024-04-13,TOOWOOMBA,6,SHE DELIVERS,JUSTIN HUXTABLE,TONY GOLLAN,5.0,10,40.0
2024-04-13,FUNABASHI,7,SAMMARU SHIP,NORIFUMI MIKAMOTO,MASAKAZU KAWASHIMA,1.15,10,1.5
2024-04-13,RANDWICK,8,VIA SISTINA,JAMES MCDONALD,CHRIS WALLER,1.85,10,-10.0
2024-04-17,CAULFIELD HEATH,3,STEEL RUN,ETHAN BROWN,MICHAEL KENT,9.5,10,85.0
2024-04-17,DOOMBEN,4,ITALIAN RIVIERA,MICHAEL RODD,STUART KENDRICK,10.0,10,90.0
2024-04-25,TURFFONTEIN,2,COSMIC SPEED,RICHARD FOURIE,SEAN TARRY,1.4,10,4.0
2024-04-25,TURFFONTEIN,3,FROZEN FANTASY,K MATSUNYANE,R KLAASEN,21.0,10,200.0
2024-04-25,TOKYO CITY KEIBA,4,RAVISH,TAITO MORI,TAKAKAZU SASO,8.5,10,75.0
2024-04-26,MORUYA,4,MIGHTY MYRTLE,JACK MARTIN,KEITH DRYDEN,5.0,10,-10.0
2024-04-28,SHA TIN,8,ROMANTIC WARRIOR,JAMES MCDONALD,DANNY SHUM,10.0,10,90.0
2024-04-29,MORNINGTON,8,DON RUBIO,JORDAN CHILDS,CHRIS WALLER,10.0,10,-10.0
2024-05-02,WAGGA,2,HULM,JASON LYON,ROSS PURCELL,6.0,10,50.0
2024-05-03,ECHUCA,1,GAME AS NED,BILLY EGAN,PATRICK PAYNE,2.7,10,17.0
2024-05-03,WAGGA,6,INVINCIBLE SPY,RACHEL KING,GAI WATERHOUSE & ADRIAN BOTT,6.5,10,55.0
2024-05-06,GUNNEDAH,6,VILLA TREVILLE,MILLIE THOMPSON,STEPHEN JONES,10.0,10,-10.0
2024-05-09,WARWICK,2,VONCOSTENUFF,JUSTIN HUXTABLE,MARK CURRIE,3.5,10,-10.0
2024-05-10,TAMWORTH,1,BOLT AWAY NOW,AARON BULLOCK,ZACH HATCH,5.5,10,45.0
2024-05-10,TAMWORTH,9,VILLA TREVILLE,MILLIE THOMPSON,STEPHEN JONES,3.4,10,24.0
2024-05-11,IPSWICH,3,THIS'LLBETHEONE,CODY COLLIS,UNKOWN,4.8,10,38.0
2024-05-11,SHA TIN,3,KA YING VICTORY,ALEXIS BADEL,UNKOWN,10.0,10,90.0
2024-05-12,BALLARAT,8,DON RUBIO,JORDAN CHILDS,CHRIS WALLER,4.6,10,36.0
2024-05-16,WANGARATTA,2,DALHART,JAKE DUFFY,VINCENT NOLEN,3.4,10,-10.0
2024-05-23,ROCKHAMPTON,2,PLAYED,SAMANTHA COLLETT,NATALIE MCCALL,8.0,10,70.0
2024-05-25,NEWCASTLE,2,BENT AS HELL,KEAGAN LATHAM,RODNEY OLLERTON,5.0,10,-10.0
2024-05-26,SUNSHINE COAST,2,PEACE CENTRE,CRAIG WILLIAMS,ANTHONY & SAM FREEDMAN,2.1,10,11.0
2024-06-01,WERRIBEE,2,RUNAWAY SOUL,JARROD FRY,DANNY O'BRIEN,3.1,10,21.0
2024-06-04,BENDIGO,4,RESERVE BANK,LUKE CURRIE,MICK PRICE & MICHAEL KENT (JNR),3.3,10,23.0
2024-06-05,SANDOWN,3,LOTUS TOWER,BLAKE SHINN,LEON & TROY CORSTENS,4.4,10,34.0
2024-06-07,SWAN HILL,7,PINTOFF,JOHN ALLEN,CIARON MAHER,11.0,10,-10.0
2024-06-08,GOLD COAST,4,YISHAY,BORIS THORNTON,NICOLE LUKE,8.0,10,70.0
2024-06-08,SHA TIN,4,THE WINNABE,HUGH BOWMAN,JOHN SIZE,10.0,10,90.0
2024-06-08,GOLD COAST,4,YISHAY,BORIS THORNTON,NICOLE LUKE,8.0,10,70.0
2024-06-11,SCONE,1,CLEAR THINKING,AARON BULLOCK,PAUL MESSARA & LEAH GAVRANICH,1.5,10,5.0
2024-06-13,NORTHAM,1,JOKERS GRIN,PATRICK CARBERY,BERNIE MILLER,2.5,10,15.0
2024-06-13,NORTHAM,4,PETROUCHKA,WILLIAM PIKE,GRANT & ALANA WILLIAMS,1.4,10,4.0
2024-06-15,EAGLE FARM,3,MEGASTAR HEART,JAMES MCDONALD,ANNABEL NEASHAM,3.1,10,21.0
2024-06-15,GOLD COAST,3,BREMERS,NOEL CALLOW,TOBY EDMONDS,4.2,10,32.0
2024-06-15,NEWCASTLE,4,FLYING THINKER,MITCHELL BELL,PETER & PAUL SNOWDEN,1.5,10,5.0
2024-06-15,EAGLE FARM,6,BROADSIDING,JAMES MCDONALD,JAMES CUMMINGS,1.6,10,6.0
2024-06-15,TOOWOOMBA,7,LIGHTNING RAGE,GEORGINA CARTWRIGH,MARK CURRIE,3.2,10,22.0
2024-06-20,WANGARATTA,1,MILBRAE,JAMIE MOTT,"BEN, WILL & JD HAYES",2.7,10,-10.0
2024-06-20,WANGARATTA,5,GUARDED OPTIMIST,BEN ALLEN,ANTHONY & SAM FREEDMAN,2.5,10,15.0
2024-06-21,GEELONG,2,TREASURETHE MOMENT,BEAU MERTENS,MATT LAURIE,1.85,10,8.5
2024-06-23,SCONE,2,PRIDE TO FOLLOW,MITCHELL BELL,BRETT CAVANOUGH,4.0,10,30.0
2024-06-23,WARRNAMBOOL,4,LEADERBOARD,AARON KURU,MARK WALKER,1.75,10,7.5
2024-06-23,KALGOORLIE,7,DEBONNAIRE,VICTORIA CORVER,FIONA J SCOTT,2.5,10,15.0
2024-06-26,HAPPY VALLEY,6,PACKING HERMOD,ZAC PURTON,K W LUI,10.0,10,90.0
2024-06-29,NEWCASTLE,3,BITTEN BY BARRY,BRANDON LERENA,GERALD RYAN & STERLING ALEXIOU,6.5,10,55.0
2024-06-29,GOLD COAST,3,FLAMINGO BEACH,CODY COLLIS,LINDSAY GOUGH,4.8,10,38.0
2024-06-29,FUNABASHI,4,PROUD FLEUR,TAKAYUKI YANO,MASAKAZU KAWASHIMA,1.18,10,1.799999999999999
2024-06-29,FUNABASHI,5,SEISHO FUJI,MASASHIGE HONDA,YASUHIDE YONEYA,3.1,10,21.0
2024-07-02,TOWNSVILLE,6,ARTIE'S LAD,ASHLEY BUTLER,FRED WIELAND,2.2,10,-10.0
2024-07-05,GOULBURN,1,BRUNO BRUNO,ANDREW ADKINS,STEPHEN O'HALLORAN,34.0,10,-10.0
2024-07-14,BALLARAT,1,EVAPORATE,BLAKE SHINN,"BEN, WILL & JD HAYES",1.3,10,-10.0
2024-07-20,MILDURA,1,REBEL EXE,BRAD RAWILLER,LINDSEY SMITH,2.0,10,10.0
2024-07-20,GOLD COAST,2,FIVE STAR VIXEN,JAI WILLIAMS,JAY BELLAMY,4.8,10,38.0
2024-07-22,SEYMOUR,2,HEAVING,LIAM RIORDAN,ANTHONY & SAM FREEDMAN,5.5,10,-10.0
2024-07-25,WYONG,3,SPANISH FOX,KEAGAN LATHAM,MICHAEL FREEDMAN,2.0,10,-10.0
2024-07-25,BUNBURY,7,BE BARDOT,WILLIAM PIKE,GRANT & ALANA WILLIAMS,2.0,10,-10.0
2024-07-28,TOWNSVILLE,1,UNDERRATED,JUSTIN STANLEY,CLINTON TAYLOR,4.2,10,-10.0
2024-07-28,TOWNSVILLE,4,SPEED LEGEND,LACEY MORRISON,ROY CHILLEMI,1.7,10,7.0
2024-07-30,ROCKHAMPTON,1,POWER OF KATIE,WARWICK SATHERLEY,JOHN WIGGINTON,2.8,10,18.0
2024-08-03,BELMONT,2,THINK OF GOD,WILLIAM PIKE,MITCHELL PATEMAN,3.8,10,-10.0
2024-08-04,SUNSHINE COAST,3,THAT'S AN EXTRA,LES TILLEY,PAT WEBSTER,4.0,10,-10.0
2024-08-04,SANDOWN,4,LEADERBOARD,AARON KURU,MARK WALKER,14.0,10,-10.0
2024-08-04,WYONG,5,PRINCE OF SORTS,REECE JONES,ALLAN KEHOE,2.8,10,-10.0
2024-08-09,GEELONG,6,KING ZEPHYR,MICHAEL DEE,GRAHAME BEGG,2.5,10,-10.0
2024-08-10,MORPHETTVILLE,5,A SAMURAI MIND,JAKE TOEROEK,DAN CLARKEN & OOPY MACGILLIVRAY,2.7,10,-10.0
2024-08-17,ROSEHILL,1,AUTUMN GLOW,TYLER SCHILLER,CHRIS WALLER,3.1,10,21.0
2024-08-28,SUNSHINE COAST,1,TUFF TU MUS,TIFFANI BROOKER,DAVID VANDYKE,8.5,10,-10.0
2024-08-31,DARWIN,1,EXTREME EMOTION,JARROD TODD,GARY CLARKE,9.0,10,-10.0
2024-08-31,WARRACKNABEAL,2,TOCHKA,LINDA MEECH,TONY & CALVIN MCEVOY,1.75,10,7.5
2024-08-31,BELMONT,6,WATCH ME ROCK,WILLIAM PIKE,GRANT & ALANA WILLIAMS,3.7,10,27.0
2024-08-31,CAULFIELD,9,MR BRIGHTSIDE,CRAIG WILLIAMS,"BEN, WILL & JD HAYES",2.6,10,-10.0
2024-09-07,HAWKESBURY,2,MIAMI BABY,ANDREW GIBBONS,KRIS LEES,10.0,10,-10.0
2024-09-07,HAWKESBURY,5,PINITO,JEAN VAN OVERMEIRE,JAMES CUMMINGS,1.45,10,4.5
2024-09-09,BAIRNSDALE,2,HEAVING,JYE MCNEIL,ANTHONY & SAM FREEDMAN,1.75,10,7.5
2024-09-11,HAPPY VALLEY,3,PACKING POWER,ZAC PURTON,DANNY SHUM,10.0,10,90.0
2024-09-13,CAIRNS,2,MISS RAMBLER,RYAN WIGGINS,STEPHEN MASSINGHAM,7.5,10,65.0
2024-09-14,DARWIN,5,MAGNETIC TYCOON,JARROD TODD,GARY CLARKE,4.0,10,30.0
2024-09-15,NORTHAM,5,PETITE VITESSE,WILLIAM PIKE,SIMON A MILLER,6.5,10,-10.0
2024-09-18,DOOMBEN,2,ACAPPELLA NOVA,EMILY LANG,TONY GOLLAN,9.0,10,-10.0
2024-09-21,WAGGA,2,KERMANDIE RIVER,NICK HEYWOOD,DARRELL BURNET,7.5,10,65.0
2024-09-21,WAGGA,6,LADY ROZAY,JOSH RICHARDS,ROSS PURCELL,26.0,10,-10.0
2024-09-26,NORTHAM,5,WITH DISCRETION,WILLIAM PIKE,MICHAEL GRANTHAM,2.15,10,11.5
2024-09-29,BUNBURY,5,MYSTERY MINUTE,WILLIAM PIKE,MICHAEL GRANTHAM,6.0,10,-10.0
2024-09-30,MOE,1,ELECTRIC TOMMY,JAMIE MOTT,ANTHONY & SAM FREEDMAN,2.9,10,19.0
2024-09-30,WAGGA,5,KERMANDIE RIVER,NICK HEYWOOD,DARRELL BURNET,2.6,10,16.0
2024-10-01,SHA TIN,7,STOLTZ,ZAC PURTON,K W LUI,10.0,10,-10.0
2024-10-01,SHA TIN,9,PACKING POWER,ZAC PURTON,DANNY SHUM,10.0,10,90.0
2024-10-02,CRANBOURNE,1,ESTERNAY,MICHAEL DEE,MARK WALKER,9.5,10,-10.0
2024-10-02,EAGLE FARM,2,FLYING AURELIUS,JAMES ORMAN,BARRY LOCKWOOD,2.3,10,13.0
2024-10-02,EAGLE FARM,3,ACAPPELLA NOVA,ANGELA JONES,TONY GOLLAN,3.1,10,21.0
2024-10-02,KALGOORLIE,4,PLEASE MIZTER,LUCY FIORE,PETER FERNIE,5.0,10,-10.0
2024-10-03,IPSWICH,1,CHAMIERRO,MARTIN HARLEY,CHRIS & COREY MUNCE,1.75,10,7.5
2024-10-04,DUBBO,2,BULLION HUNTER,JAKE PRACEY-HOLMES,CAMERON CROCKETT,2.8,10,-10.0
2024-10-05,NEWCASTLE,1,ALICE MAE,JEAN VAN OVERMEIRE,ANGELA DAVIES,3.3,10,23.0
2024-10-06,NORTHAM,4,HAIDA GWAII,LUCY FIORE,MICHAEL LANE,2.25,10,-10.0
2024-10-09,DOOMBEN,2,TUFF TU MUS,JAMES ORMAN,DAVID VANDYKE,2.25,10,12.5
2024-10-09,BUNBURY,4,STORYVILLE,WILLIAM PIKE,GRANT & ALANA WILLIAMS,2.25,10,12.5
2024-10-09,HAPPY VALLEY,6,SWIFT ASCEND,ZAC PURTON,DAVID EUSTACE,10.0,10,90.0
2024-10-13,SHA TIN,8,JUBILANT WINNER,ZAC PURTON,JAMIE RICHARDS,10.0,10,-10.0
2024-10-14,TAMWORTH,4,PERENNIAL,AARON BULLOCK,PAUL MESSARA & LEAH GAVRANICH,1.45,10,4.5
2024-10-17,NORTHAM,4,BELTA OF A SONG,WILLIAM PIKE,BRENDON FITZ-GERALD,4.0,10,30.0
2024-10-18,PAKENHAM,1,CASTELLAR,JAMIE MOTT,ROBBIE LAING,2.7,10,17.0
2024-10-19,TURFFONTEIN,2,RONDEBOSCH,GAVIN LERENA,SEAN TARRY,1.55,10,5.5
2024-10-19,WODONGA,2,THEO FIVE,JAKE DUFFY,DAVID O'PREY,8.5,10,75.0
2024-10-26,ASCOT,1,STRIDEAWAY,LAQDAR RAMOLY,NEVILLE PARNHAM,7.5,10,65.0
2024-10-26,YARRA VALLEY,2,DISTANT DREAM,JARROD FRY,JOHN GILLIGAN,12.0,10,-10.0
2024-10-26,GOLD COAST,4,SHADYVALE STORM,KIRK MATHESON,PAUL BUTTERWORTH,5.0,10,-10.0
2024-10-26,GOLD COAST,4,SHADYVALE STORM,KIRK MATHESON,PAUL BUTTERWORTH,5.0,10,-10.0
2024-10-26,MOONEE VALLEY,9,VIA SISTINA,JAMES MCDONALD,CHRIS WALLER,5.0,10,40.0
2024-10-26,MOONEE VALLEY,9,MR BRIGHTSIDE,CRAIG WILLIAMS,"BEN, WILL & JD HAYES",7.0,10,-10.0
2024-10-31,WYONG,1,TOP SECRET,ADAM HYERONIMUS,GAI WATERHOUSE & ADRIAN BOTT,6.5,10,-10.0
2024-11-04,BALLARAT,8,CLEO CAT,JORDYN WEATHERLEY,TOM DABERNIG,1.9,10,9.0
2024-11-05,VAAL,1,SONIC JET,K MATSUNYANE,COERIE LENSLEY,1.35,10,3.5
2024-11-05,HOBART,3,NAVARRE RIVER,ANTHONY DARMANIN,IMOGEN MILLER,6.0,10,50.0
2024-11-05,VAAL,3,FROZEN FANTASY,K MATSUNYANE,R KLAASEN,6.0,10,-10.0
2024-11-05,GOLD COAST,3,WHOMSONEVER,SARIAH CHAMPKIN,KURT GOLDMAN,5.5,10,45.0
2024-11-05,ASCOT,4,NONESOSPICY,WILLIAM PIKE,SEAN & JAKE CASEY,3.6,10,26.0
2024-11-07,NORTHAM,1,BLACK ORA,WILLIAM PIKE,ADAM DURRANT,2.5,10,15.0
2024-11-11,MOUNT ISA,5,JUST STOP IT,CHLOE LOWE,TANYA PARRY,1.5,10,5.0
2024-11-12,QUEANBEYAN,3,LOVE BY STRAAND,JESS TAYLOR,JOE CLEARY,2.7,10,17.0
2024-11-16,ASCOT,8,REPOSSESSION,BRAD PARNHAM,CHRIS & MICHAEL GANGEMI,6.5,10,-10.0
2024-11-20,BALAKLAVA,1,DAISYDOO,KAYLA CROWTHER,JUSTIN PICKERING,10.0,10,-10.0
2024-11-23,TURFFONTEIN,4,HAPPY MO,R VENNIKER,J A JANSE VAN VUUREN,2.9,10,19.0
2024-11-23,MORPHETTVILLE,5,WATCHME WIN,JASON HOLDER,ANDREW GLUYAS,2.1,10,-10.0
2024-11-23,WYONG,6,MISS TRENTINO,OLIVIA CHAMBERS,BJORN BAKER,2.0,10,-10.0
2024-11-23,WYONG,7,REVOLT,SAM CLIPPERTON,GERALD RYAN & STERLING ALEXIOU,3.4,10,24.0
2024-11-24,SUNSHINE COAST,2,BOOMING BIANCA,BRANDON LERENA,TOBY EDMONDS & STEPHEN MCLEAN,6.5,10,55.0
2024-11-24,STRATHALBYN,2,GOLD SPY,JAKE TOEROEK,DAVID JOLLY,2.9,10,-10.0
2024-11-24,KILMORE,4,SCOTTIE'S LEGACY,BLAKE SHINN,MARK WALKER,1.65,10,6.5
2024-11-26,TAMWORTH,4,TRITI,AARON BULLOCK,PAUL MESSARA & LEAH GAVRANICH,1.8,10,8.0
2024-11-27,GEELONG,3,CILACAP,ZAC SPAIN,GRAHAME BEGG,3.0,10,20.0
2024-11-28,TOWNSVILLE,1,CARE TAKER,ASHLEY BUTLER,GEORGIE HOLT,1.75,10,7.5
2024-11-28,HAWKESBURY,3,SHAMBRETTA,KERRIN MCEVOY,JOHN O'SHEA & TOM CHARLTON,2.8,10,-10.0
2024-11-28,BALLINA,7,WALSH BAY,MICHAEL CAHILL,CHRIS & COREY MUNCE,6.5,10,-10.0
2025-01-01,TERANG,4,MAJOR SHARE,TOM MADDEN,ADAM CHAMBERS,1.25,10,2.5
2025-01-01,MORNINGTON,8,MRS ARTIE,STEPHANIE HATELEY,JEROME HUNTER,6.0,10,50.0
2025-01-04,KEMBLA GRANGE,3,HEESEN,JEAN VAN OVERMEIRE,MICHAEL FREEDMAN,3.7,10,27.0
2025-01-04,KEMBLA GRANGE,5,MAGIC STALKER,MOLLIE FITZGERALD,ANNABEL NEASHAM & ROB ARCHIBALD,1.55,10,5.5
2025-01-08,OAKBANK,1,REBEL JOHNNY,JASON HOLDER,PETER HARDACRE,8.0,10,-10.0
2025-01-08,MORNINGTON,1,MARY ELIZA,ZAC SPAIN,PETER G MOODY & KATHERINE COLEMAN,3.7,10,27.0
2025-01-08,MORNINGTON,2,TONKIN,BLAKE SHINN,ANTHONY & SAM FREEDMAN,1.3,10,3.0
2025-01-08,ASCOT,3,BARRA MUNDY,LUCY FIORE,TED MARTINOVICH,4.2,10,-10.0
2025-01-16,SEYMOUR,1,BLISS BOMB,ZAC SPAIN,LLOYD KENNEWELL & LUCY YEOMANS,4.2,10,32.0
2025-01-16,BEAUDESERT,2,BECCA,JAMES ORMAN,DAVID VANDYKE,2.6,10,16.0
2025-01-16,SEYMOUR,2,SPILLANE,JOE BOWDITCH,GRAHAME BEGG,2.7,10,17.0
2025-01-19,PORT MACQUARIE,1,BATTLE HYMN,ASHLEY MORGAN,BJORN BAKER,2.0,10,-10.0
2025-01-19,MORNINGTON,1,SO BRAVE,DANIEL STACKHOUSE,JOHN LEEK (JNR),2.2,10,12.0
2025-01-22,ASCOT,1,YORGA PRIDE,CLINT JOHNSTON-POR,GRANT & ALANA WILLIAMS,1.6,10,6.0
2025-01-22,MORNINGTON,1,BELLE DETELLE,DAMIAN LANE,CHRIS WALLER,10.0,10,-10.0
2025-01-24,MOONEE VALLEY,2,ISN'T THAT IRONIC,MICHAEL DEE,STEPHEN BROWN,41.0,10,-10.0
2025-01-24,PORT MACQUARIE,6,BODHI BOY,BEN LOOKER,LYNDALL OLSON,2.4,10,14.0
2025-01-25,KENILWORTH,1,WILD WILD GREEN,GRANT VAN NIEKERK,JUSTIN SNAITH,5.0,10,40.0
2025-01-25,KENILWORTH,3,RAINBOW LORIKEET,ALDO DOMEYER,C L BASS-ROBINSON,6.0,10,50.0
2025-01-27,DOOMBEN,2,AKERMANIS,JAMES ORMAN,TONY GOLLAN,3.4,10,24.0
2025-01-27,PINJARRA,3,AMAMUS,BRAD PARNHAM,STEPHEN MILLER,4.8,10,-10.0
2025-01-28,HORSHAM,3,LADY PRANCELOT,LINDA MEECH,TOM DABERNIG,2.8,10,18.0
2025-01-29,SANDOWN,5,POP AWARD,BLAKE SHINN,LYN TOLSON & LEONIE PROCTOR,2.0,10,10.0
2025-01-29,SANDOWN,6,SEPALS,JAMIE MOTT,CLIFF BROWN,2.4,10,14.0
2025-01-30,ROCKHAMPTON,3,DREAM STEP,GEORGINA CARTWRIGH,GARNETT TAYLOR,1.7,10,7.0
2025-01-30,ASCOT,4,EIGHTY MILE BEACH,CLINT JOHNSTON-POR,DANIEL MORTON,10.0,10,-10.0
2025-01-31,WERRIBEE,2,ROCKET BOOSTERS,LINDA MEECH,LINDA MEECH,2.6,10,16.0
2025-01-31,SUNSHINE COAST,3,SCRIPTUS VIVACE,NIKITA BERIMAN,LIAM BIRCHLEY,2.4,10,14.0
2025-01-31,SHA TIN,8,PACKING HERMOD,ZAC PURTON,K W LUI,10.0,10,-10.0
2025-02-03,ASCOT,2,BARRA MUNDY,BRAD PARNHAM,TED MARTINOVICH,2.6,10,16.0
2025-02-03,ASCOT,4,EIGHTY MILE BEACH,CLINT JOHNSTON-POR,DANIEL MORTON,6.0,10,50.0
2025-02-05,HAPPY VALLEY,3,SKY JEWELLERY,HUGH BOWMAN,JOHN SIZE,10.0,10,-10.0
2025-02-08,TUMUT,1,RELIABLE DIAMOND,JAKE DUFFY,CRAIG WEEDING,2.5,10,15.0
2025-02-10,CAULFIELD HEATH,2,LEONCHROI,BLAKE SHINN,MICK PRICE & MICHAEL KENT (JNR),3.2,10,22.0
2025-02-13,SAPPHIRE COAST,1,NAGADEC,PIERRE BOUDVILLAIN,MARK GEE,2.7,10,17.0
2025-02-13,PAKENHAM,4,VIVACISSIMO,MICHAEL DEE,"BEN, WILL & JD HAYES",31.0,10,-10.0
2025-02-15,MORPHETTVILLE,2,SERINITE ILLUSION,BEN PRICE,SOPHIE LOGAN,21.0,10,-10.0
2025-02-15,CAIRNS,6,SATISFIED MUGS,ASHLEY BUTLER,GEORGIE HOLT,1.4,10,4.0
2025-02-15,RANDWICK,8,VIA SISTINA,KERRIN MCEVOY,CHRIS WALLER,2.0,10,-10.0
2025-02-18,NEWCASTLE,1,ROSE OF DUBAI,REECE JONES,MARK MINERVINI,4.2,10,-10.0
2025-02-20,PAKENHAM,1,VINROCK,MARK ZAHRA,MATT LAURIE,1.75,10,7.5
2025-03-01,TOOWOOMBA,1,READY AND MABEL,HANNAH RICHARDSON,NICHOLAS BECK,2.8,10,18.0
2025-03-01,NEWCASTLE,1,MISSILE MAGNATE,HEAVELON VAN DER H,ANNABEL NEASHAM & ROB ARCHIBALD,19.0,10,-10.0
2025-03-01,MORPHETTVILLE,1,PIRATE,KAYLA CROWTHER,PHILLIP STOKES,3.2,10,-10.0
2025-03-01,NEWCASTLE,1,MISSILE MAGNATE,HEAVELON VAN DER H,ANNABEL NEASHAM & ROB ARCHIBALD,19.0,10,-10.0
2025-03-01,TURFFONTEIN,3,HOTARUBI,PIERE STRYDOM,SEAN TARRY,3.3,10,23.0
2025-03-01,RANDWICK,3,SPRING LEE,JAMES MCDONALD,BJORN BAKER,2.6,10,16.0
2025-03-02,SHA TIN,5,PATCH OF STARS,DEREK LEUNG,MANFRED MAN,10.0,10,-10.0
2025-03-07,DUBBO,1,SILVER CHAIR,CLAYTON GALLAGHER,KYLIE KENNEDY,4.0,10,-10.0
2025-03-07,DARWIN,4,PHYSICAL GRAFFITI,JARROD TODD,GARY CLARKE,1.5,10,-10.0
2025-03-07,MOONEE VALLEY,5,MAJOR SHARE,TOM MADDEN,ADAM CHAMBERS,4.4,10,-10.0
2025-03-08,DURBANVILLE,2,LET IT BE SAID,RICHARD FOURIE,JUSTIN SNAITH,1.45,10,4.5
2025-03-08,TOWONG,2,GRINZINGER MOON,LACHLAN KING,BEN BRISBOURNE,1.75,10,7.5
2025-03-08,DURBANVILLE,3,LADY BLUNT,RICHARD FOURIE,JUSTIN SNAITH,3.7,10,-10.0
2025-03-08,DURBANVILLE,4,SUGARBUSH,CORNE ORFFER,W A NEL,4.6,10,36.0
2025-03-08,DURBANVILLE,6,KLEINZEE,ALDO DOMEYER,C L BASS-ROBINSON,13.0,10,120.0
2025-03-09,ASCOT,6,SAIL SESSION,CHRIS PARNHAM,DANIEL MORTON,1.01,10,-10.0
2025-03-09,SHA TIN,8,COPARTNER PRANCE,JAMES ORMAN,K W LUI,10.0,10,-10.0
2025-03-09,SHA TIN,11,LIGHT YEARS CHARM,HUGH BOWMAN,DAVID EUSTACE,10.0,10,-10.0
2025-03-10,MACKAY,1,ASTRA STAR,SEAN CORMACK,KRIS HANSEN,2.8,10,-10.0
2025-03-12,WYONG,2,SHAMBRETTA,JAY FORD,KIM WAUGH,5.0,10,40.0
2025-03-12,STRATHALBYN,3,SERINITE ILLUSION,JASON HOLDER,SOPHIE LOGAN,4.6,10,36.0
2025-03-12,SANDOWN,5,SHE'S A HUSTLER,JORDAN CHILDS,GRAHAME BEGG,1.4,10,4.0
2025-03-14,KILMORE,5,CHERRABAH,LINDA MEECH,PETER G MOODY & KATHERINE COLEMAN,0.0,10,-10.0
2025-03-15,EAGLE FARM,7,IMPERVIOUS,NOEL CALLOW,TONY GOLLAN,1.7,10,-10.0
2025-03-15,SHA TIN,10,SKY JEWELLERY,BRENTON AVDULLA,JOHN SIZE,10.0,10,-10.0
2025-03-21,CRANBOURNE,1,SCAMPI,ETHAN BROWN,CIARON MAHER,1.3,10,3.0
2025-03-22,TOWNSVILLE,4,ROWEINER'S DANCE,TYLER LESLIGHT,BILL KENNING,2.4,10,-10.0
2025-03-22,KEMBLA GRANGE,7,PEACE CENTRE,SHAUN GUYMER,ANTHONY & SAM FREEDMAN,2.0,10,10.0
2025-03-23,BAIRNSDALE,1,ROYAL DISPATCH,LUKE CURRIE,MATT LAURIE,2.3,10,13.0
2025-03-23,SHA TIN,9,INVINCIBLE SHIELD,RYAN MOORE,K W LUI,10.0,10,90.0
2025-03-24,COFFS HARBOUR,3,MIAMI BABY,ANDREW MALLYON,KRIS LEES,10.0,10,-10.0
2025-03-25,ROCKHAMPTON,3,SARAQAEL,RYAN WIGGINS,WARWICK SATHERLEY,1.3,10,3.0
2025-03-26,CANBERRA,4,TAKE THE RAP,MATHEW CAHILL,NORM GARDNER,2.7,10,-10.0
2025-03-29,FLEMINGTON,6,MAJOR SHARE,TOM MADDEN,ADAM CHAMBERS,23.0,10,-10.0
2025-03-30,SHA TIN,2,BOTTOMUPTOGETHER,ZAC PURTON,F C LOR,10.0,10,-10.0
2025-04-01,ROSEHILL,3,CONFETTI GARDEN,TOMMY BERRY,TRENT BUSUTTIN & NATALIE YOUNG,4.8,10,-10.0
2025-04-02,WARWICK FARM,1,JUST A JOURNEY,TOMMY BERRY,MICHAEL FREEDMAN,4.6,10,-10.0
2025-04-05,ASCOT,8,MACHINE GUN GRACIE,SHAUN O'DONNELL,JUSTINE ERKELENS,1.8,10,8.0
2025-04-06,MORNINGTON,2,WEALTHY,DANIEL STACKHOUSE,CLAYTON DOUGLAS,5.0,10,-10.0
2025-04-08,GOULBURN,2,POWER SMASH,HEAVELON VAN DER H,JIM & GREG LEE,3.8,10,28.0
2025-04-09,MURRAY BRIDGE,1,TAKE A PICK,CONNOR MURTAGH,STEPHEN THEODORE,23.0,10,220.0
2025-04-10,PAKENHAM,4,FEELING DUSTY,BEN ALLEN,CHARLOTTE LITTLEFIELD,12.0,10,110.0
2025-04-11,STRATHALBYN,2,TROPICAL HOUSE,ANDREW STEAD,JAKE STEPHENS,18.0,10,-10.0
2025-04-11,GEELONG,4,FRENCH SAVOY,BEN ALLEN,MITCHELL FREEDMAN,7.5,10,-10.0
2025-04-12,RANDWICK,5,AUTUMN GLOW,JAMES MCDONALD,UNKOWN,1.01,10,-10.0
2025-04-12,RANDWICK,5,BIG SWINGER,CRAIG WILLIAMS,UNKOWN,3.0,10,-10.0
