Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners,Place,Win,SP_missing,JockeyWinRate,TrainerWinRate,HorseWinRate,Jockey_ID,Trainer_ID,Horse_ID,Jockey_Enc,Trainer_Enc,Horse_Enc
2025-10-25,MOONEE VALLEY,9,HIGHVOL,1,JAMIE MOTT,SIMON RYAN,15.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0831367924528301,0.0974729241877256,0.2857142857142857,325,2902,17389,0.0831367924528301,0.0974729241877256,0.2857142857142857
2025-10-25,MOONEE VALLEY,9,OPTIONS,12,HARRY COFFEY,T & C MCEVOY,6.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0912698412698412,0.1144688644688644,0.75,440,4002,29233,0.0912698412698412,0.1144688644688644,0.75
2025-10-25,MOONEE VALLEY,9,ARCORA,6,BLAKE SHINN,T & N BUSUTTIN & YOUNG,23.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.1084949215143121,0.0754025301897642,0.1666666666666666,592,4087,1906,0.1084949215143121,0.0754025301897642,0.1666666666666666
2025-10-25,MOONEE VALLEY,9,PROVIDENCE,14,J MCDONALD,CHRIS WALLER,8.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.1421889616463985,0.0862320958783981,0.0,887,628,31893,0.1421889616463985,0.0862320958783981,0.0
2025-10-25,MOONEE VALLEY,9,O'SHEAMUS,2,DAMIAN LANE,JOHN O'SHEA & TOM CHARLTON,17.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0898510242085661,0.1101485148514851,0.0909090909090909,40,1831,28615,0.0898510242085661,0.1101485148514851,0.0909090909090909
2025-10-25,MOONEE VALLEY,9,KAKKOII,11,H BOWMAN,T & N BUSUTTIN & YOUNG,51.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.1421889616463985,0.0888369374634716,0.3333333333333333,887,4045,20276,0.1421889616463985,0.0888369374634716,0.3333333333333333
2025-10-25,MOONEE VALLEY,9,MATSUDA,13,THOMAS STOCKDALE,C MAHER & D EUSTACE,13.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0924657534246575,0.0960688532216794,0.2,1218,640,24774,0.0924657534246575,0.0960688532216794,0.2
2025-10-25,MOONEE VALLEY,9,CROWN OF RUSSIA,4,CRAIG WILLIAMS,DANNY O'BRIEN,26.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.1268255188316679,0.0754025301897642,0.3333333333333333,269,4087,8726,0.1268255188316679,0.0754025301897642,0.3333333333333333
2025-10-25,MOONEE VALLEY,9,ZORB,5,NOT NOTIFIED,SIMON & KATRINA ALEXANDER,151.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0769230769230769,0.0855072463768115,0.125,1307,223,46649,0.0769230769230769,0.0855072463768115,0.125
2025-10-25,MOONEE VALLEY,9,CRACK A DEEL,7,ANTHONY ALLEN,SHAUN DWYER,14.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.1084949215143121,0.0865561694290976,0.2,592,1444,8532,0.1084949215143121,0.0865561694290976,0.2
2025-10-25,MOONEE VALLEY,9,ONE STEP CLOSER,3,ZOE LLOYD,JOHN O'SHEA & TOM CHARLTON,51.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0959328028293545,0.1101485148514851,0.1428571428571428,553,1831,29128,0.0959328028293545,0.1101485148514851,0.1428571428571428
2025-10-25,MOONEE VALLEY,9,SAVISANTA,10,BEN MELHAM,CHRIS WALLER,21.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0910081743869209,0.0862320958783981,0.0,627,628,35216,0.0910081743869209,0.0862320958783981,0.0
2025-10-25,MOONEE VALLEY,9,POOR OL' JOHNY RAY,8,ANTHONY ALLEN,DENIS PAGAN,81.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.0721153846153846,0.0754025301897642,0.0,713,4087,31084,0.0721153846153846,0.0754025301897642,0.0
